0.066;0.004;0.018;0.030;0.196;0.004;0.012;0.004;0.088;0.004;0.000;0.056;0.028;0.070;0.062;0.024;0.008;0.056;0.086;0.084;0.068;0.018;0.002;0.008;0.004;0.000;fr
0.086;0.010;0.042;0.032;0.130;0.036;0.018;0.060;0.048;0.000;0.002;0.050;0.026;0.060;0.086;0.014;0.004;0.072;0.048;0.104;0.028;0.004;0.020;0.006;0.012;0.002;en
0.084;0.000;0.016;0.042;0.194;0.014;0.020;0.014;0.070;0.000;0.000;0.064;0.038;0.056;0.048;0.028;0.026;0.062;0.066;0.058;0.074;0.012;0.000;0.006;0.008;0.000;fr
0.096;0.004;0.044;0.030;0.138;0.008;0.008;0.014;0.098;0.000;0.000;0.054;0.028;0.084;0.094;0.028;0.016;0.070;0.050;0.084;0.034;0.010;0.000;0.000;0.000;0.008;it
0.100;0.010;0.058;0.054;0.124;0.020;0.014;0.012;0.150;0.000;0.000;0.054;0.028;0.062;0.072;0.024;0.006;0.044;0.046;0.056;0.032;0.026;0.000;0.000;0.000;0.008;it
0.084;0.010;0.026;0.046;0.160;0.006;0.010;0.008;0.098;0.002;0.000;0.062;0.032;0.070;0.058;0.026;0.004;0.060;0.072;0.080;0.066;0.012;0.000;0.004;0.002;0.002;fr
0.106;0.010;0.068;0.028;0.094;0.002;0.004;0.034;0.068;0.028;0.028;0.022;0.018;0.056;0.080;0.024;0.000;0.054;0.038;0.040;0.018;0.000;0.078;0.000;0.030;0.072;pl
0.118;0.012;0.058;0.034;0.122;0.018;0.024;0.022;0.102;0.000;0.000;0.084;0.042;0.058;0.090;0.006;0.010;0.060;0.054;0.042;0.032;0.012;0.000;0.000;0.000;0.000;it
0.068;0.020;0.030;0.032;0.122;0.026;0.022;0.048;0.076;0.000;0.002;0.054;0.016;0.062;0.088;0.038;0.002;0.066;0.076;0.082;0.028;0.006;0.022;0.002;0.012;0.000;en
0.142;0.018;0.032;0.024;0.080;0.002;0.014;0.010;0.098;0.026;0.040;0.036;0.020;0.074;0.078;0.028;0.000;0.036;0.050;0.056;0.022;0.002;0.034;0.000;0.018;0.060;pl
0.102;0.004;0.038;0.070;0.140;0.008;0.018;0.006;0.068;0.002;0.000;0.044;0.024;0.070;0.086;0.020;0.006;0.076;0.110;0.046;0.040;0.010;0.000;0.002;0.004;0.006;es
0.106;0.014;0.058;0.028;0.078;0.000;0.008;0.026;0.098;0.032;0.034;0.024;0.030;0.058;0.074;0.026;0.000;0.042;0.064;0.028;0.018;0.000;0.052;0.000;0.030;0.072;pl
0.122;0.004;0.048;0.046;0.120;0.020;0.010;0.004;0.058;0.000;0.002;0.026;0.044;0.066;0.134;0.020;0.004;0.062;0.108;0.054;0.032;0.012;0.000;0.000;0.000;0.004;pt
0.096;0.002;0.032;0.030;0.116;0.030;0.028;0.062;0.082;0.004;0.012;0.046;0.014;0.080;0.072;0.020;0.000;0.054;0.058;0.114;0.008;0.002;0.024;0.004;0.010;0.000;en
0.072;0.010;0.026;0.050;0.178;0.012;0.020;0.010;0.076;0.008;0.000;0.060;0.024;0.080;0.058;0.018;0.008;0.052;0.066;0.078;0.078;0.008;0.000;0.004;0.002;0.002;fr
0.100;0.008;0.044;0.024;0.080;0.002;0.014;0.008;0.094;0.016;0.042;0.032;0.028;0.058;0.070;0.042;0.000;0.048;0.066;0.048;0.028;0.000;0.040;0.000;0.042;0.066;pl
0.078;0.022;0.014;0.028;0.132;0.028;0.008;0.052;0.072;0.000;0.006;0.052;0.022;0.054;0.092;0.012;0.002;0.076;0.062;0.110;0.026;0.008;0.020;0.010;0.010;0.004;en
0.124;0.010;0.054;0.054;0.120;0.010;0.016;0.006;0.072;0.002;0.000;0.024;0.040;0.052;0.096;0.024;0.004;0.076;0.104;0.060;0.044;0.006;0.000;0.000;0.000;0.002;pt
0.074;0.018;0.036;0.034;0.114;0.036;0.020;0.028;0.074;0.000;0.004;0.038;0.014;0.076;0.112;0.034;0.002;0.068;0.074;0.070;0.028;0.012;0.016;0.004;0.006;0.008;en
0.136;0.010;0.036;0.048;0.146;0.004;0.014;0.000;0.076;0.004;0.000;0.024;0.032;0.042;0.084;0.026;0.016;0.070;0.102;0.066;0.054;0.006;0.000;0.004;0.000;0.000;pt
0.094;0.000;0.066;0.036;0.078;0.004;0.026;0.028;0.078;0.024;0.024;0.022;0.012;0.072;0.070;0.034;0.000;0.040;0.066;0.044;0.034;0.000;0.040;0.000;0.042;0.066;pl
0.116;0.000;0.060;0.054;0.124;0.006;0.024;0.004;0.112;0.000;0.000;0.060;0.040;0.066;0.094;0.010;0.010;0.062;0.030;0.074;0.034;0.008;0.000;0.000;0.000;0.012;it
0.086;0.008;0.024;0.044;0.162;0.012;0.008;0.002;0.090;0.002;0.002;0.050;0.024;0.074;0.070;0.036;0.008;0.076;0.068;0.078;0.058;0.012;0.002;0.002;0.000;0.002;fr
0.132;0.008;0.054;0.044;0.132;0.012;0.010;0.004;0.062;0.002;0.000;0.032;0.044;0.064;0.084;0.038;0.012;0.058;0.090;0.058;0.042;0.016;0.000;0.002;0.000;0.000;pt
0.150;0.008;0.040;0.062;0.106;0.002;0.018;0.008;0.056;0.000;0.000;0.054;0.028;0.076;0.088;0.038;0.006;0.058;0.078;0.046;0.058;0.006;0.000;0.002;0.008;0.004;es
0.102;0.014;0.048;0.040;0.146;0.014;0.006;0.002;0.064;0.002;0.000;0.058;0.030;0.076;0.102;0.026;0.008;0.048;0.098;0.046;0.038;0.020;0.000;0.000;0.010;0.002;es
0.136;0.012;0.028;0.050;0.140;0.006;0.006;0.012;0.042;0.002;0.004;0.028;0.066;0.066;0.120;0.018;0.008;0.058;0.102;0.050;0.024;0.018;0.000;0.002;0.000;0.002;pt
0.116;0.008;0.042;0.052;0.122;0.010;0.028;0.008;0.078;0.000;0.000;0.044;0.038;0.046;0.140;0.028;0.006;0.062;0.070;0.042;0.044;0.010;0.000;0.004;0.000;0.002;pt
0.102;0.006;0.044;0.030;0.088;0.000;0.022;0.022;0.080;0.022;0.022;0.032;0.010;0.046;0.078;0.050;0.000;0.052;0.066;0.044;0.026;0.000;0.046;0.000;0.036;0.076;pl
0.132;0.006;0.050;0.080;0.150;0.006;0.010;0.004;0.054;0.002;0.000;0.026;0.040;0.064;0.104;0.022;0.010;0.052;0.058;0.058;0.040;0.028;0.000;0.004;0.000;0.000;pt
0.152;0.016;0.052;0.056;0.100;0.012;0.020;0.010;0.068;0.000;0.000;0.028;0.046;0.028;0.126;0.036;0.006;0.066;0.080;0.040;0.040;0.014;0.000;0.002;0.000;0.002;pt
0.054;0.000;0.022;0.046;0.222;0.002;0.020;0.000;0.070;0.000;0.000;0.054;0.030;0.074;0.056;0.012;0.010;0.068;0.100;0.086;0.060;0.008;0.000;0.002;0.002;0.002;fr
0.134;0.000;0.030;0.062;0.130;0.008;0.024;0.002;0.068;0.004;0.008;0.050;0.036;0.072;0.070;0.026;0.012;0.050;0.094;0.042;0.052;0.012;0.000;0.002;0.010;0.002;es
0.140;0.010;0.052;0.068;0.130;0.012;0.004;0.006;0.094;0.006;0.000;0.054;0.020;0.070;0.074;0.028;0.008;0.078;0.038;0.046;0.034;0.022;0.000;0.000;0.006;0.000;es
0.102;0.002;0.024;0.050;0.162;0.000;0.022;0.004;0.050;0.002;0.002;0.082;0.030;0.100;0.050;0.036;0.000;0.060;0.112;0.042;0.054;0.012;0.000;0.000;0.002;0.000;fr
0.116;0.004;0.046;0.024;0.096;0.000;0.018;0.004;0.102;0.022;0.034;0.028;0.020;0.090;0.082;0.042;0.000;0.040;0.044;0.038;0.008;0.000;0.048;0.000;0.028;0.066;pl
0.074;0.006;0.042;0.040;0.196;0.002;0.008;0.010;0.042;0.008;0.000;0.062;0.046;0.078;0.078;0.026;0.004;0.040;0.090;0.062;0.060;0.012;0.000;0.004;0.006;0.004;fr
0.070;0.004;0.032;0.058;0.192;0.006;0.012;0.006;0.070;0.002;0.000;0.056;0.022;0.072;0.046;0.038;0.006;0.062;0.090;0.086;0.062;0.006;0.000;0.000;0.002;0.000;fr
0.098;0.006;0.046;0.040;0.082;0.002;0.010;0.018;0.058;0.020;0.034;0.030;0.030;0.064;0.094;0.020;0.000;0.034;0.068;0.038;0.036;0.000;0.058;0.000;0.042;0.072;pl
0.100;0.014;0.038;0.018;0.096;0.004;0.014;0.008;0.088;0.022;0.042;0.044;0.036;0.066;0.080;0.038;0.000;0.040;0.042;0.044;0.020;0.006;0.046;0.000;0.044;0.050;pl
0.076;0.010;0.046;0.024;0.120;0.014;0.026;0.026;0.072;0.000;0.004;0.040;0.036;0.080;0.074;0.036;0.002;0.076;0.066;0.088;0.032;0.002;0.030;0.002;0.016;0.002;en
0.074;0.004;0.044;0.020;0.102;0.000;0.032;0.006;0.084;0.022;0.018;0.028;0.026;0.098;0.068;0.032;0.000;0.044;0.070;0.040;0.026;0.000;0.028;0.000;0.048;0.086;pl
0.120;0.008;0.046;0.038;0.120;0.010;0.014;0.032;0.060;0.004;0.004;0.030;0.036;0.078;0.068;0.028;0.004;0.082;0.080;0.070;0.030;0.002;0.014;0.002;0.018;0.002;en
0.118;0.014;0.034;0.042;0.136;0.012;0.022;0.006;0.108;0.000;0.000;0.072;0.028;0.042;0.086;0.028;0.010;0.074;0.044;0.076;0.036;0.010;0.000;0.000;0.000;0.002;it
0.096;0.010;0.030;0.028;0.122;0.034;0.020;0.028;0.086;0.000;0.004;0.056;0.020;0.074;0.066;0.022;0.000;0.072;0.058;0.092;0.030;0.010;0.028;0.002;0.012;0.000;en
0.092;0.004;0.024;0.018;0.088;0.014;0.012;0.002;0.064;0.016;0.040;0.020;0.044;0.058;0.100;0.046;0.000;0.074;0.038;0.064;0.022;0.000;0.062;0.000;0.050;0.048;pl
0.152;0.004;0.044;0.052;0.136;0.008;0.014;0.004;0.066;0.006;0.000;0.052;0.028;0.070;0.076;0.028;0.012;0.062;0.058;0.038;0.048;0.022;0.000;0.000;0.014;0.006;es
0.078;0.006;0.028;0.016;0.094;0.002;0.022;0.012;0.074;0.020;0.034;0.064;0.032;0.064;0.090;0.030;0.000;0.048;0.048;0.052;0.034;0.000;0.054;0.004;0.028;0.066;pl
0.138;0.012;0.040;0.058;0.124;0.022;0.016;0.004;0.070;0.002;0.000;0.036;0.034;0.056;0.116;0.030;0.004;0.086;0.040;0.064;0.026;0.016;0.000;0.000;0.000;0.006;pt
0.104;0.002;0.038;0.036;0.122;0.016;0.012;0.006;0.094;0.000;0.000;0.056;0.026;0.070;0.100;0.034;0.014;0.076;0.046;0.074;0.042;0.016;0.000;0.000;0.000;0.016;it
0.162;0.006;0.040;0.044;0.136;0.012;0.008;0.004;0.054;0.008;0.002;0.020;0.052;0.072;0.094;0.028;0.010;0.076;0.068;0.046;0.028;0.020;0.000;0.006;0.000;0.004;pt
0.144;0.002;0.046;0.072;0.104;0.004;0.014;0.008;0.078;0.000;0.000;0.026;0.056;0.066;0.084;0.020;0.014;0.030;0.090;0.052;0.070;0.014;0.000;0.000;0.000;0.006;pt
0.054;0.012;0.036;0.034;0.102;0.034;0.034;0.024;0.100;0.000;0.014;0.038;0.026;0.106;0.088;0.018;0.002;0.058;0.086;0.076;0.012;0.000;0.030;0.004;0.012;0.000;en
0.108;0.006;0.066;0.032;0.138;0.004;0.024;0.002;0.072;0.002;0.000;0.070;0.040;0.058;0.108;0.022;0.004;0.048;0.098;0.046;0.034;0.004;0.000;0.004;0.006;0.004;es
0.096;0.012;0.042;0.042;0.114;0.020;0.022;0.046;0.064;0.002;0.004;0.034;0.020;0.064;0.074;0.014;0.004;0.080;0.072;0.090;0.026;0.016;0.024;0.002;0.016;0.000;en
0.156;0.002;0.028;0.058;0.124;0.018;0.018;0.002;0.050;0.000;0.000;0.026;0.028;0.054;0.116;0.032;0.010;0.088;0.074;0.044;0.044;0.020;0.000;0.002;0.000;0.006;pt
0.078;0.010;0.050;0.026;0.118;0.028;0.014;0.026;0.068;0.000;0.004;0.028;0.032;0.086;0.080;0.026;0.004;0.086;0.074;0.074;0.030;0.014;0.024;0.002;0.018;0.000;en
0.126;0.018;0.032;0.032;0.080;0.004;0.014;0.016;0.072;0.020;0.038;0.048;0.036;0.038;0.092;0.020;0.000;0.066;0.046;0.050;0.020;0.002;0.048;0.000;0.034;0.048;pl
0.128;0.004;0.054;0.052;0.124;0.008;0.018;0.002;0.078;0.000;0.000;0.042;0.034;0.076;0.096;0.022;0.008;0.068;0.088;0.052;0.034;0.002;0.000;0.000;0.008;0.002;es
0.124;0.014;0.048;0.054;0.126;0.010;0.002;0.010;0.078;0.000;0.002;0.026;0.042;0.058;0.096;0.034;0.018;0.050;0.110;0.038;0.038;0.010;0.004;0.002;0.002;0.004;pt
0.064;0.012;0.044;0.026;0.098;0.004;0.034;0.016;0.076;0.020;0.020;0.024;0.036;0.102;0.080;0.026;0.000;0.036;0.026;0.040;0.040;0.000;0.052;0.000;0.060;0.064;pl
0.160;0.012;0.026;0.066;0.160;0.008;0.016;0.010;0.054;0.004;0.000;0.028;0.044;0.058;0.086;0.032;0.012;0.046;0.064;0.054;0.046;0.008;0.000;0.000;0.000;0.006;pt
0.112;0.018;0.032;0.030;0.080;0.002;0.020;0.012;0.074;0.014;0.022;0.026;0.016;0.072;0.082;0.030;0.000;0.060;0.066;0.048;0.032;0.000;0.056;0.000;0.038;0.058;pl
0.098;0.014;0.032;0.038;0.120;0.026;0.024;0.028;0.066;0.000;0.008;0.026;0.028;0.066;0.070;0.012;0.002;0.084;0.094;0.084;0.030;0.008;0.026;0.004;0.012;0.000;en
0.130;0.002;0.040;0.042;0.132;0.016;0.008;0.012;0.104;0.000;0.002;0.086;0.028;0.068;0.062;0.032;0.016;0.062;0.044;0.058;0.040;0.014;0.000;0.000;0.000;0.002;it
0.084;0.008;0.054;0.038;0.110;0.016;0.012;0.018;0.116;0.000;0.008;0.076;0.024;0.070;0.102;0.020;0.002;0.040;0.054;0.072;0.024;0.028;0.006;0.004;0.004;0.010;it
0.068;0.012;0.052;0.040;0.144;0.018;0.012;0.038;0.078;0.000;0.000;0.050;0.020;0.054;0.070;0.024;0.000;0.084;0.062;0.094;0.038;0.006;0.020;0.000;0.012;0.004;en
0.086;0.008;0.046;0.024;0.090;0.032;0.014;0.034;0.106;0.000;0.016;0.040;0.036;0.070;0.070;0.008;0.002;0.076;0.062;0.100;0.026;0.012;0.030;0.002;0.010;0.000;en
0.128;0.020;0.038;0.058;0.140;0.012;0.006;0.004;0.048;0.000;0.000;0.028;0.038;0.062;0.128;0.024;0.004;0.068;0.106;0.034;0.030;0.020;0.000;0.002;0.000;0.002;pt
0.080;0.010;0.030;0.028;0.112;0.000;0.016;0.006;0.086;0.024;0.038;0.054;0.032;0.046;0.090;0.034;0.000;0.050;0.060;0.028;0.010;0.004;0.048;0.002;0.026;0.086;pl
0.114;0.002;0.046;0.042;0.104;0.000;0.010;0.002;0.098;0.000;0.000;0.102;0.026;0.062;0.136;0.026;0.014;0.062;0.042;0.066;0.032;0.010;0.000;0.000;0.000;0.004;it
0.098;0.008;0.052;0.034;0.138;0.008;0.008;0.018;0.112;0.000;0.000;0.052;0.028;0.068;0.070;0.034;0.012;0.062;0.048;0.084;0.038;0.008;0.000;0.000;0.000;0.020;it
0.124;0.006;0.058;0.056;0.144;0.008;0.018;0.008;0.062;0.000;0.000;0.046;0.038;0.062;0.090;0.028;0.012;0.036;0.066;0.046;0.068;0.012;0.000;0.002;0.008;0.002;es
0.114;0.012;0.060;0.040;0.086;0.004;0.026;0.014;0.084;0.016;0.038;0.026;0.026;0.070;0.114;0.028;0.000;0.048;0.052;0.030;0.016;0.004;0.026;0.000;0.014;0.052;pl
0.080;0.002;0.022;0.056;0.194;0.006;0.016;0.012;0.070;0.016;0.000;0.058;0.030;0.060;0.046;0.026;0.016;0.044;0.080;0.076;0.072;0.002;0.000;0.014;0.000;0.002;fr
0.098;0.002;0.062;0.028;0.086;0.006;0.010;0.022;0.068;0.028;0.028;0.028;0.028;0.068;0.096;0.034;0.000;0.054;0.040;0.036;0.018;0.000;0.052;0.000;0.044;0.064;pl
0.094;0.012;0.042;0.028;0.088;0.040;0.016;0.036;0.078;0.000;0.016;0.060;0.024;0.066;0.078;0.016;0.000;0.064;0.084;0.066;0.018;0.010;0.032;0.000;0.030;0.002;en
